x,BER Mean Restricted,std
565,0.168554688,0.01706164
566,0.1640625,0.00559716
567,0.158496094,0.013835172
568,0.157666016,0.009255345
569,0.159326172,0.009077436
570,0.162109375,0.01429422
571,0.159423828,0.00797335
572,0.158789063,0.006708494
573,0.159863281,0.009200442
574,0.162060547,0.009096851
575,0.159570313,0.005751779
576,0.160058594,0.007963027
577,0.159326172,0.008990344
578,0.160595703,0.007393713
579,0.160302734,0.0050274
580,0.162792969,0.009111909
581,0.1546875,0.009123937
582,0.158691406,0.00975341
583,0.159570313,0.006406726
584,0.16484375,0.008200218
585,0.162744141,0.007398871
586,0.156494141,0.008238073
587,0.160791016,0.00766166
588,0.158447266,0.007596658
589,0.159082031,0.010670482
590,0.157519531,0.008956202
591,0.161181641,0.012858495
592,0.159375,0.012038287
593,0.159765625,0.013784414
594,0.156835938,0.015269703
595,0.158007813,0.007350863
596,0.159326172,0.009874998
597,0.163134766,0.015510829
598,0.158935547,0.010968953
599,0.158300781,0.006082189
600,0.159472656,0.007295517
601,0.165673828,0.01150532
602,0.165087891,0.008154297
603,0.158642578,0.007937988
604,0.156933594,0.008694149
605,0.163427734,0.007189682
606,0.159619141,0.010147443
607,0.157910156,0.010559075
608,0.160546875,0.007336578
609,0.161572266,0.008623246
610,0.157666016,0.010345227
611,0.162695313,0.012848015
612,0.161279297,0.008558304
613,0.154492188,0.007946243
614,0.157177734,0.007502549
615,0.161669922,0.005921908
616,0.163183594,0.010253441
617,0.161181641,0.009078487
618,0.159912109,0.008092074
619,0.159130859,0.008757675
620,0.16015625,0.006963788
621,0.159863281,0.008583757
622,0.161083984,0.007279977
623,0.156640625,0.008394462
624,0.160498047,0.009595814
625,0.160302734,0.00791573
626,0.1625,0.010364452
627,0.162207031,0.011568866
628,0.156347656,0.007274571
629,0.158251953,0.008458548
630,0.159912109,0.005880699
631,0.159082031,0.011331492
632,0.157421875,0.007163603
633,0.158789063,0.009274259
634,0.156201172,0.009885615
635,0.155126953,0.005112051
636,0.160791016,0.009313381
637,0.153662109,0.006655866
638,0.15625,0.009719128
639,0.156982422,0.007005602
640,0.154199219,0.0070448
641,0.162939453,0.008530401
642,0.161376953,0.011610934
643,0.159667969,0.009432805
644,0.164746094,0.006238545
645,0.160693359,0.009504442
646,0.159716797,0.003896778
647,0.160205078,0.012119707
648,0.161230469,0.008366012
649,0.159960938,0.007668348
650,0.165771484,0.013679284
651,0.162109375,0.005079064
652,0.156787109,0.010919283
653,0.163378906,0.010671375
654,0.164013672,0.005210901
655,0.157275391,0.008009748
656,0.160888672,0.010828951
657,0.161083984,0.009309284
658,0.158740234,0.007727967
659,0.154736328,0.009172542
660,0.158691406,0.007564421
661,0.160644531,0.009261912
662,0.162255859,0.006067472
663,0.157128906,0.00972109
664,0.159326172,0.006846567
665,0.155810547,0.005521898
666,0.155810547,0.006508809
667,0.15703125,0.009246969
668,0.158447266,0.007005602
669,0.154394531,0.005212502
670,0.155908203,0.008211404
671,0.153857422,0.009661185
672,0.153515625,0.010422718
673,0.156054688,0.008528025
674,0.158300781,0.007333328
675,0.159179688,0.008254697
676,0.156738281,0.00980461
677,0.158740234,0.010951986
678,0.157421875,0.00571602
679,0.160205078,0.010368247
680,0.157958984,0.009596311
681,0.155371094,0.008540875
682,0.157177734,0.011725767
683,0.160253906,0.005878874
684,0.159423828,0.006861177
685,0.155615234,0.012101201
686,0.157910156,0.00744753
687,0.156787109,0.010243321
688,0.160498047,0.009093181
689,0.158935547,0.0088546
690,0.156396484,0.006762475
691,0.155859375,0.007195483
692,0.158251953,0.006457323
693,0.153564453,0.009945247
694,0.156689453,0.006948192
695,0.156152344,0.008049387
696,0.156054688,0.010023928
697,0.154248047,0.005808084
698,0.15546875,0.007659015
699,0.157910156,0.010907814
700,0.160839844,0.008702372
701,0.160888672,0.008929675
702,0.16015625,0.007586451
703,0.161279297,0.009313381
704,0.158544922,0.006839599
705,0.159179688,0.010755496
706,0.156152344,0.009671914
707,0.157080078,0.009313381
708,0.157958984,0.008307241
709,0.157373047,0.008417861
710,0.162402344,0.007133587
711,0.153662109,0.010381117
712,0.155957031,0.011784079
713,0.157861328,0.008263502
714,0.153222656,0.007887821
715,0.15546875,0.011711016
716,0.152392578,0.00891685
717,0.159472656,0.013618058
718,0.160009766,0.007262271
719,0.166503906,0.014507788
720,0.1546875,0.010510644
721,0.157958984,0.010938481
722,0.160107422,0.008784857
723,0.152050781,0.006709915
724,0.152929688,0.008676581
725,0.153662109,0.013167398
726,0.157763672,0.007816924
727,0.155078125,0.007002028
728,0.155029297,0.012056197
729,0.156347656,0.007936035
730,0.152099609,0.008857293
731,0.152978516,0.006087087
732,0.155566406,0.012269761
733,0.152441406,0.009821131
734,0.1578125,0.00752587
735,0.154589844,0.012447246
736,0.158251953,0.007358157
737,0.155615234,0.011751358
738,0.152685547,0.009553482
739,0.15390625,0.00793303
740,0.153515625,0.014282873
741,0.155664063,0.008968439
742,0.152636719,0.008889401
743,0.158300781,0.006590169
744,0.153564453,0.010534321
745,0.15234375,0.008349467
746,0.155517578,0.007577804
747,0.154785156,0.01179985
748,0.152587891,0.00919798
749,0.155664063,0.009994391
750,0.159960938,0.006188664
751,0.157080078,0.007782076
752,0.15234375,0.005498316
753,0.155078125,0.009911508
754,0.157958984,0.009638454
755,0.159033203,0.006317725
756,0.150585938,0.007873904
757,0.149804688,0.00830595
758,0.152880859,0.007931978
759,0.152490234,0.006801146
760,0.155371094,0.006290306
761,0.155029297,0.010374684
762,0.152539063,0.008628083
763,0.156005859,0.009231615
764,0.153271484,0.011280142
765,0.153320313,0.011179402
766,0.153320313,0.009077305
767,0.154394531,0.00931786
768,0.158447266,0.007360749
769,0.152294922,0.007724881
770,0.155712891,0.010818378
771,0.150683594,0.009111909
772,0.153564453,0.008441054
773,0.150488281,0.010039613
774,0.155957031,0.005640441
775,0.157373047,0.009545992
776,0.151464844,0.0068839
777,0.155761719,0.011579577
778,0.154003906,0.010786927
779,0.151171875,0.006083757
780,0.158154297,0.00768155
781,0.153808594,0.005920096
782,0.152832031,0.010639602
783,0.148046875,0.008621449
784,0.15703125,0.006613282
785,0.154296875,0.012114887
786,0.152832031,0.008891547
787,0.158349609,0.009095803
788,0.152392578,0.008235757
789,0.151220703,0.011190166
790,0.153759766,0.007521592
791,0.152880859,0.011812875
792,0.154150391,0.010394887
793,0.150292969,0.006838727
794,0.154052734,0.007776559
795,0.152441406,0.00752587
796,0.156054688,0.008203125
797,0.152001953,0.005727895
798,0.151416016,0.005616083
799,0.156884766,0.005406709
800,0.153125,0.006280443
801,0.159765625,0.007212031
802,0.153222656,0.007310534
803,0.152978516,0.006507344
804,0.1515625,0.005494846
805,0.152490234,0.00694682
806,0.152246094,0.006380624
807,0.154638672,0.009241424
808,0.153222656,0.008690309
809,0.153027344,0.00471994
810,0.151855469,0.008429041
811,0.15390625,0.005991352
812,0.153417969,0.004255617
813,0.157421875,0.011340746
814,0.151855469,0.007912567
815,0.155859375,0.008199055
816,0.153027344,0.010628841
817,0.151953125,0.005427615
818,0.151611328,0.005799047
819,0.152490234,0.005883941
820,0.151318359,0.004541016
821,0.152832031,0.006605346
822,0.156201172,0.007023277
823,0.155810547,0.008551058
824,0.152001953,0.010988064
825,0.153173828,0.006583835
826,0.154589844,0.008261049
827,0.152929688,0.006824768
828,0.155322266,0.009096851
829,0.152001953,0.00787345
830,0.152929688,0.008405815
831,0.155664063,0.008973754
832,0.158056641,0.005932366
833,0.156835938,0.011708166
834,0.15703125,0.008438088
835,0.158154297,0.008200945
836,0.159326172,0.009064294
837,0.149316406,0.009987232
838,0.155712891,0.007413036
839,0.15625,0.007129575
840,0.155908203,0.009053767
841,0.152929688,0.008872219
842,0.156542969,0.010513819
843,0.158886719,0.012477855
844,0.152636719,0.009916318
845,0.154003906,0.010296137
846,0.15234375,0.004512311
847,0.151611328,0.008762574
848,0.151660156,0.009473663
849,0.154345703,0.004976877
850,0.154638672,0.007867391
851,0.149169922,0.005840015
852,0.153369141,0.008287702
853,0.154150391,0.008533195
854,0.154541016,0.01005729
855,0.150732422,0.007589751
856,0.151953125,0.008334605
857,0.154296875,0.010323425
858,0.156054688,0.007907142
859,0.157666016,0.007087483
860,0.152587891,0.00924194
861,0.155761719,0.010751062
862,0.155175781,0.010060964
863,0.158203125,0.007089333
864,0.150634766,0.004975919
865,0.151953125,0.009794391
866,0.153857422,0.005970025
867,0.155566406,0.007665238
868,0.154199219,0.007271293
869,0.156591797,0.006562071
870,0.154980469,0.007825307
871,0.152148438,0.005555259
872,0.148632813,0.003796053
873,0.152880859,0.007565839
874,0.152246094,0.007688841
875,0.156542969,0.010538734
876,0.151513672,0.007265553
877,0.145214844,0.005186825
878,0.154101563,0.007146943
879,0.153759766,0.003890655
880,0.148779297,0.008802751
881,0.158447266,0.005159403
882,0.149316406,0.007048184
883,0.153271484,0.006581662
884,0.151367188,0.007645929
885,0.152148438,0.00725948
886,0.154541016,0.008808707
887,0.152929688,0.007719787
888,0.155273438,0.008605394
889,0.152246094,0.006952823
890,0.157568359,0.005546024
891,0.158251953,0.007568989
892,0.152978516,0.009635485
893,0.1484375,0.00820545
894,0.155712891,0.007413036
895,0.154052734,0.009935654
896,0.151171875,0.006529838
897,0.150976563,0.00542322
898,0.15234375,0.01062166
899,0.15390625,0.006244657
900,0.151855469,0.006110348
901,0.152832031,0.007129575
902,0.148486328,0.005816289
903,0.1515625,0.007163603
904,0.154248047,0.009049552
905,0.148486328,0.00767534
906,0.146435547,0.006076895
907,0.147558594,0.005566406
908,0.154785156,0.006659268
909,0.152929688,0.010412648
910,0.153417969,0.007762904
911,0.154541016,0.004492453
912,0.15390625,0.007323568
913,0.15625,0.007655278
914,0.1515625,0.006272846
915,0.152880859,0.010034031
916,0.158740234,0.006682321
917,0.147851563,0.010272026
918,0.150146484,0.011886916
919,0.153076172,0.00940306
920,0.155126953,0.0035349
921,0.155273438,0.006590893
922,0.154248047,0.007943992
923,0.152636719,0.007593362
924,0.152539063,0.008330027
925,0.154541016,0.007080078
926,0.155126953,0.008366725
927,0.154931641,0.008748414
928,0.152734375,0.006054688
929,0.149951172,0.00762235
930,0.152197266,0.010576785
931,0.151660156,0.008344325
932,0.150097656,0.003719921
933,0.150292969,0.008673832
934,0.149267578,0.006705828
935,0.149609375,0.008266819
936,0.150927734,0.008009748
937,0.153173828,0.009254315
938,0.150097656,0.004313489
939,0.149316406,0.006880436
940,0.147314453,0.009231099
941,0.150683594,0.008165254
942,0.152392578,0.007257016
943,0.153955078,0.005036876
944,0.148828125,0.005596308
945,0.153369141,0.007464318
946,0.152246094,0.007000666
947,0.147558594,0.006440132
948,0.154443359,0.007447049
949,0.152099609,0.009954832
950,0.148046875,0.005971422
951,0.150585938,0.006706361
952,0.151464844,0.008102527
953,0.151513672,0.006863956
954,0.151855469,0.011013963
955,0.151855469,0.006355164
956,0.148730469,0.004990034
957,0.151513672,0.003561777
958,0.149951172,0.006975589
959,0.149365234,0.006861872
960,0.149951172,0.003772427
961,0.147900391,0.005942004
962,0.150683594,0.006551708
963,0.149755859,0.007870421
964,0.153417969,0.009774898
965,0.152050781,0.008685918
966,0.152392578,0.006875756
967,0.151074219,0.007463519
968,0.151855469,0.009930253
969,0.148974609,0.007591007
970,0.152636719,0.008017929
971,0.149023438,0.008193237
972,0.150830078,0.008962189
973,0.151025391,0.006091003
974,0.150537109,0.005855508
975,0.152197266,0.009405088
976,0.151464844,0.009905733
977,0.153613281,0.009420665
978,0.152392578,0.005836748
979,0.149462891,0.009827562
980,0.150732422,0.005920297
981,0.149560547,0.004729276
982,0.150732422,0.009246582
983,0.152490234,0.007561426
984,0.153222656,0.011337802
985,0.151025391,0.006385293
986,0.150585938,0.007615309
987,0.153662109,0.009318499
988,0.152734375,0.009689154
989,0.151367188,0.008377973
990,0.152294922,0.009599291
991,0.155371094,0.009199405
992,0.147607422,0.006705828
993,0.149267578,0.006418809
994,0.148291016,0.003446104
995,0.149414063,0.005838995
996,0.153369141,0.004116938
997,0.156835938,0.00838878
