0.2098007,0.1965173,0.192485175,0.2090728,0.1973014,0.188995925,0.199442525,0.195829125,0.188867075,0.198345675
0.200324525,0.1860865,0.182167325,0.1994414,0.18670885,0.1785333,0.188665525,0.185260975,0.178727625,0.1875865
0.189978,0.17532795,0.17123545,0.188460425,0.176081975,0.1676192,0.178135975,0.174531975,0.167423725,0.177060575
0.179808625,0.16460785,0.16050435,0.17799725,0.16525645,0.157270475,0.167065725,0.1633575,0.15677925,0.166252275
0.1683826,0.153147225,0.149458825,0.167364,0.153744775,0.14617005,0.155673625,0.152433475,0.145811075,0.15559225
0.157445525,0.14275635,0.138679525,0.15656505,0.142922425,0.135572225,0.14492375,0.14129715,0.13479395,0.14436285
0.1463113,0.131667825,0.1276676,0.14514045,0.13145275,0.124507275,0.1336143,0.13017245,0.123951925,0.133194275
0.135062175,0.12032785,0.11678435,0.1340863,0.12005775,0.113829275,0.12269205,0.119213225,0.112988675,0.122559575
0.123811575,0.10949235,0.10590735,0.122896925,0.10920375,0.103319,0.11151235,0.108515475,0.102531025,0.11144015
0.112436725,0.098851125,0.0956798,0.111871725,0.098487075,0.0929168,0.100857825,0.097809425,0.0922131,0.100958325
0.101358675,0.088345425,0.08548375,0.100969325,0.087818975,0.0830078,0.090248725,0.087505675,0.0823956,0.09032295
0.0904183,0.078366575,0.075829775,0.0905961,0.07784415,0.0735012,0.080030875,0.077805975,0.0729342,0.080637825
0.079911275,0.068598725,0.06649645,0.08027745,0.067892075,0.06458975,0.070273425,0.0683286,0.06390055,0.0707555
0.06994105,0.0596108,0.057961125,0.070587625,0.05891895,0.05596845,0.061149775,0.059514975,0.055530025,0.0617176
0.060577525,0.051211675,0.04975445,0.061690175,0.050462375,0.048003875,0.052544575,0.051321225,0.04770245,0.053284125
0.05170315,0.043209925,0.042212775,0.0528629,0.04254605,0.0406217,0.044570575,0.043493475,0.040377625,0.045251775
0.043427875,0.0360234,0.035424325,0.0448798,0.0353973,0.033884775,0.037217475,0.03654325,0.03382395,0.038077625
0.035976325,0.02970245,0.02931215,0.037598025,0.02897075,0.02795025,0.030660475,0.03020225,0.027946775,0.031494
0.02940255,0.024029975,0.023884625,0.031079025,0.02334775,0.022670025,0.0248593,0.024669175,0.022736425,0.02575295
0.02354635,0.0190541,0.01914265,0.025228125,0.0184242,0.018080625,0.0197757,0.0197003,0.0181926,0.020555025
0.018516875,0.014853875,0.0150388,0.020201175,0.014308425,0.0141615,0.01545295,0.01553215,0.0143163,0.0162199
0.01434755,0.011335225,0.011689675,0.01592115,0.010822225,0.010870575,0.011857575,0.011987125,0.01107805,0.01255375
0.010814775,0.0084867,0.008897075,0.01230605,0.0080457,0.0082372,0.008883925,0.009075225,0.008354725,0.0095033
0.0079608,0.00618625,0.006627225,0.009340225,0.005860975,0.0060408,0.006485575,0.006721475,0.006196525,0.007062525
0.005769675,0.004428175,0.004862525,0.0069634,0.0041545,0.00435765,0.004622225,0.00487985,0.004495925,0.005121875
0.004055825,0.0030531,0.003451475,0.005033325,0.0028227,0.00303935,0.0031979,0.003444875,0.003158525,0.0036416
0.0027613,0.002068375,0.002419275,0.0036115,0.0019131,0.00206275,0.002170275,0.0023513,0.00216215,0.002477825
0.001807825,0.001338825,0.001645425,0.002516025,0.001237575,0.00136275,0.0014167,0.001571075,0.00143475,0.001672775
0.00117265,0.0008555,0.0011052,0.00172285,0.000777725,0.000882925,0.0008961,0.001014925,0.00092575,0.001075325
0.0007207,0.00051595,0.000703175,0.001166725,0.0004725,0.000541625,0.00055065,0.00062325,0.00057725,0.000676325
0.000431275,0.00030235,0.00045305,0.000758125,0.000279625,0.000323475,0.000317825,0.0003826,0.000341875,0.000412025
0.000246025,0.000171675,0.000273775,0.000483175,0.00015745,0.000183725,0.0001811,0.000211925,0.000197825,0.0002407
0.0001372,9.38E-05,0.000166075,0.00030965,8.63E-05,0.000101675,9.90E-05,0.000118025,0.000110125,0.000133525
7.18E-05,4.62E-05,9.18E-05,0.000195175,4.25E-05,4.94E-05,5.05E-05,6.09E-05,5.75E-05,7.07E-05
3.39E-05,2.28E-05,5.16E-05,0.00011175,2.16E-05,2.55E-05,2.44E-05,3.00E-05,2.86E-05,3.50E-05
1.71E-05,1.04E-05,2.76E-05,6.69E-05,1.02E-05,1.19E-05,1.18E-05,1.41E-05,1.30E-05,1.94E-05
7.10E-06,4.60E-06,1.39E-05,3.79E-05,4.25E-06,5.33E-06,4.73E-06,6.20E-06,6.25E-06,6.60E-06
3.23E-06,1.83E-06,7.55E-06,2.16E-05,1.68E-06,1.90E-06,1.55E-06,2.55E-06,2.35E-06,2.43E-06
1.13E-06,5.50E-07,2.78E-06,1.04E-05,7.00E-07,7.75E-07,7.50E-07,6.75E-07,9.50E-07,1.33E-06
5.00E-07,2.25E-07,1.13E-06,6.33E-06,4.00E-07,3.25E-07,2.00E-07,4.00E-07,3.50E-07,5.50E-07
