x,BER Mean,std
390,0.049511719,0.037533681
391,0.048583984,0.044769426
392,0.049951172,0.041836928
393,0.049023438,0.044342928
394,0.049951172,0.039837317
395,0.047949219,0.04258462
396,0.047509766,0.04192744
397,0.049414063,0.039954894
398,0.048144531,0.041599843
399,0.047900391,0.042410508
400,0.050244141,0.043385348
401,0.048193359,0.040711092
402,0.047558594,0.043863422
403,0.049121094,0.041211747
404,0.048242188,0.040239708
405,0.047753906,0.040572499
406,0.046142578,0.041653711
407,0.049365234,0.0438157
408,0.046533203,0.040642514
409,0.045361328,0.040551721
410,0.049023438,0.042297784
411,0.047412109,0.041025767
412,0.045263672,0.043048604
413,0.048242188,0.043545709
414,0.047216797,0.039672393
415,0.047070313,0.044097609
416,0.048730469,0.043542972
417,0.046044922,0.042908811
418,0.046630859,0.039333926
419,0.045263672,0.044324025
420,0.047265625,0.041277993
421,0.046289063,0.044760133
422,0.048681641,0.042154285
423,0.047705078,0.046245184
424,0.044970703,0.040921028
425,0.044580078,0.043360942
426,0.046875,0.044262096
427,0.046289063,0.04340477
428,0.044628906,0.044448723
429,0.043603516,0.044096988
430,0.04453125,0.044281376
431,0.044042969,0.04420863
432,0.044580078,0.040780138
433,0.045117188,0.043162626
434,0.046728516,0.04261722
435,0.044433594,0.045103023
436,0.043994141,0.044951825
437,0.043457031,0.040163915
438,0.044677734,0.041167785
439,0.042626953,0.040575584
440,0.042529297,0.043973217
441,0.047167969,0.044281053
442,0.040722656,0.035384189
443,0.043408203,0.041676142
444,0.045166016,0.041882607
445,0.045166016,0.041632527
446,0.045214844,0.04146034
447,0.043359375,0.045493979
448,0.041748047,0.038822658
449,0.041796875,0.043339575
450,0.04453125,0.041417534
451,0.043115234,0.041384853
452,0.041992188,0.044417494
453,0.044628906,0.044316574
454,0.044433594,0.040039658
455,0.044189453,0.045493691
456,0.0421875,0.041342863
457,0.045654297,0.042580393
458,0.045898438,0.040394761
459,0.043505859,0.040464024
460,0.044384766,0.042313705
461,0.043164063,0.045532429
462,0.042626953,0.042435012
463,0.042480469,0.041648988
464,0.041845703,0.040149696
465,0.044091797,0.04187737
466,0.042919922,0.043700735
467,0.042285156,0.041756013
468,0.043847656,0.044124958
469,0.043945313,0.042285269
470,0.041943359,0.044166895
471,0.043457031,0.042098793
472,0.041503906,0.044272868
473,0.041064453,0.045844097
474,0.041064453,0.043190374
475,0.039746094,0.041015741
476,0.042138672,0.041368719
477,0.041943359,0.044957659
478,0.041503906,0.045121521
479,0.040673828,0.04539758
480,0.042138672,0.041580266
481,0.040625,0.046268765
482,0.041552734,0.045829533
483,0.042773438,0.044760346
484,0.040771484,0.04297832
485,0.041992188,0.044653047
486,0.040722656,0.041357278
487,0.041650391,0.042656363
488,0.040917969,0.040625352
489,0.040136719,0.040508396
490,0.039013672,0.040985067
491,0.038378906,0.042951102
492,0.039794922,0.043486236
493,0.039697266,0.043725061
494,0.039794922,0.040033852
495,0.040478516,0.044052306
496,0.040478516,0.044457974
497,0.0390625,0.04446524
498,0.040087891,0.043371608
499,0.039257813,0.043929142
500,0.037402344,0.04532197
501,0.037890625,0.046244746
502,0.038378906,0.045466405
503,0.039355469,0.043237684
504,0.040527344,0.046314706
505,0.039550781,0.04542538
506,0.038330078,0.041125486
507,0.038183594,0.044167084
508,0.038867188,0.043641091
509,0.038574219,0.043586863
510,0.040380859,0.042608268
511,0.039404297,0.041235373
512,0.039794922,0.043788375
513,0.039111328,0.044813713
514,0.038867188,0.043600645
515,0.035888672,0.039612973
516,0.037695313,0.042414078
517,0.038623047,0.042763766
518,0.039746094,0.045173379
519,0.040673828,0.043741416
520,0.037060547,0.040380859
521,0.039306641,0.044527529
522,0.039208984,0.043744141
523,0.038085938,0.042024538
524,0.0375,0.039731695
525,0.036376953,0.039969482
526,0.035546875,0.042209535
527,0.037695313,0.039252954
528,0.033984375,0.03862067
529,0.035595703,0.03820747
530,0.035205078,0.041230401
531,0.034619141,0.036578393
532,0.030957031,0.032515425
533,0.031689453,0.033514346
534,0.032910156,0.03199431
535,0.029394531,0.027847275
536,0.029638672,0.031944231
537,0.031347656,0.032638086
538,0.030615234,0.027340306
539,0.031298828,0.027200772
540,0.029492188,0.025376724
541,0.028564453,0.024611748
542,0.027783203,0.024440854
543,0.027441406,0.024029987
544,0.026660156,0.025711798
545,0.026757813,0.024427535
546,0.025927734,0.019972374
547,0.028027344,0.026896453
548,0.027490234,0.019761883
549,0.027294922,0.022447612
550,0.024414063,0.017742826
551,0.021191406,0.017966096
552,0.026708984,0.020006486
553,0.02421875,0.016298942
554,0.024072266,0.019346107
555,0.026123047,0.016496754
556,0.023095703,0.017948637
557,0.024121094,0.018050827
558,0.021289063,0.01719998
559,0.021191406,0.015360617
560,0.020410156,0.013224762
561,0.020507813,0.01499429
562,0.022314453,0.016448702
563,0.020166016,0.012957498
564,0.019775391,0.009754021
565,0.022119141,0.015698147
566,0.019726563,0.01321827
567,0.018847656,0.009658099
568,0.018847656,0.012271704
569,0.018310547,0.012661934
570,0.021923828,0.015622635
571,0.023193359,0.017410839
572,0.018652344,0.013054197
573,0.018164063,0.01226704
574,0.018896484,0.013051001
575,0.020068359,0.013243948
576,0.01953125,0.011478245
577,0.019482422,0.011871261
578,0.021044922,0.011008441
579,0.022753906,0.012609007
580,0.02265625,0.012761247
581,0.019873047,0.01058805
582,0.021582031,0.012189049
583,0.020117188,0.010607735
584,0.022167969,0.011283841
585,0.018896484,0.010344305
586,0.018164063,0.006789743
587,0.016845703,0.008974949
588,0.015283203,0.007695814
589,0.016992188,0.00931018
590,0.019091797,0.008556633
591,0.017480469,0.008717701
592,0.016259766,0.006565704
593,0.014501953,0.006957108
594,0.016015625,0.008877592
595,0.016455078,0.008185231
596,0.017041016,0.007104282
597,0.016503906,0.00852411
598,0.014208984,0.006379316
599,0.016699219,0.009279399
600,0.016992188,0.007914977
601,0.017480469,0.005886979
602,0.017626953,0.006390518
603,0.016113281,0.005698474
604,0.016943359,0.006874369
605,0.016699219,0.00635066
606,0.016748047,0.011848343
607,0.014306641,0.007993658
608,0.015966797,0.007004922
609,0.015429688,0.008409785
610,0.015136719,0.006332614
611,0.016992188,0.008408651
612,0.01640625,0.008203125
613,0.01328125,0.0046875
614,0.016748047,0.006503679
615,0.014892578,0.006404679
616,0.015039063,0.007942041
617,0.0140625,0.008328882
618,0.015039063,0.00512951
619,0.015283203,0.009400016
620,0.015869141,0.00630715
621,0.015478516,0.005433103
622,0.014160156,0.007775793
623,0.013574219,0.004964166
624,0.017236328,0.005231906
625,0.013964844,0.008246606
626,0.014550781,0.006417881
627,0.014941406,0.005177623
628,0.012158203,0.005052944
629,0.013085938,0.005262576
630,0.014453125,0.004770185
631,0.015380859,0.00467961
632,0.014355469,0.005464389
633,0.013525391,0.005648255
634,0.015478516,0.007202935
635,0.015039063,0.00617169
636,0.016064453,0.006154862
637,0.016064453,0.005465479
638,0.016210938,0.005751779
639,0.013720703,0.003999438
640,0.013769531,0.004697662
641,0.015576172,0.004046847
642,0.013964844,0.005499183
643,0.014648438,0.004873037
644,0.015820313,0.003719921
645,0.013720703,0.005443624
646,0.012011719,0.003931801
647,0.012744141,0.003859893
648,0.014794922,0.004637644
649,0.013330078,0.005896085
650,0.016943359,0.006769523
651,0.013525391,0.004878172
652,0.013525391,0.005411117
653,0.013818359,0.007295026
654,0.015576172,0.00684796
655,0.013574219,0.004872058
656,0.013525391,0.006521983
657,0.013134766,0.006632182
658,0.012255859,0.003890655
659,0.011181641,0.003759766
660,0.014013672,0.00373176
661,0.012011719,0.004497492
662,0.013671875,0.003857113
663,0.013183594,0.00436732
664,0.012255859,0.003890655
665,0.01171875,0.003869456
666,0.013671875,0.005060253
667,0.010742188,0.004642525
668,0.011132813,0.005045153
669,0.012646484,0.005456748
670,0.0125,0.003291465
671,0.012597656,0.00584634
672,0.014794922,0.004501995
673,0.011425781,0.003058684
674,0.012207031,0.004984297
675,0.012939453,0.003158768
676,0.013574219,0.003485658
677,0.012060547,0.0048043
678,0.012304688,0.005830005
679,0.011767578,0.003721523
680,0.013085938,0.004277968
681,0.012597656,0.002992491
682,0.015136719,0.005723523
683,0.013378906,0.005259857
684,0.011865234,0.003187321
685,0.01171875,0.002226905
686,0.012451172,0.005075542
687,0.011621094,0.0042891
688,0.011767578,0.003695808
689,0.011572266,0.004301589
690,0.013037109,0.006392756
691,0.011035156,0.004560662
692,0.014697266,0.005599077
693,0.011132813,0.004600221
694,0.011669922,0.003828885
695,0.012207031,0.002978115
696,0.010351563,0.003381502
697,0.011572266,0.003857422
698,0.0125,0.003515625
699,0.012304688,0.00512486
700,0.011621094,0.004187848
701,0.012841797,0.006283669
702,0.011865234,0.00389433
703,0.013964844,0.004422653
704,0.013623047,0.005448002
705,0.012011719,0.002482083
706,0.011914063,0.003481551
707,0.011767578,0.003896778
708,0.011523438,0.004765185
709,0.012402344,0.00411549
710,0.012939453,0.004069173
711,0.010791016,0.004052734
712,0.011181641,0.002669519
713,0.012109375,0.003780949
714,0.009375,0.004294655
715,0.009716797,0.003669914
716,0.011083984,0.002994482
717,0.011425781,0.002271426
718,0.011523438,0.004401037
719,0.012548828,0.003725365
720,0.011914063,0.003112769
721,0.0125,0.001979798
722,0.011572266,0.001329166
723,0.010742188,0.002441406
724,0.010839844,0.003259437
725,0.008886719,0.001987011
726,0.011279297,0.003114683
727,0.01171875,0.001813884
728,0.01171875,0.003318876
729,0.010400391,0.004637644
730,0.008496094,0.002520212
731,0.011669922,0.004461566
732,0.011181641,0.00534194
733,0.010986328,0.002039707
734,0.012353516,0.002480642
735,0.011083984,0.003261266
736,0.010498047,0.002915411
737,0.0109375,0.004241026
738,0.010107422,0.003647758
739,0.009863281,0.003953571
740,0.010742188,0.004143204
741,0.011132813,0.004159285
742,0.011230469,0.005041371
743,0.01015625,0.00235997
744,0.010400391,0.00298651
745,0.011621094,0.00235997
746,0.009570313,0.002050781
747,0.010742188,0.003594758
748,0.010253906,0.002762136
749,0.009716797,0.003483263
750,0.011425781,0.002890361
751,0.009960938,0.002185843
752,0.009375,0.001744196
753,0.009570313,0.003143257
754,0.009960938,0.003398381
755,0.011865234,0.004103015
756,0.010449219,0.003291465
757,0.010107422,0.003673809
758,0.008935547,0.00384504
759,0.011230469,0.004877927
760,0.009667969,0.002439452
761,0.010058594,0.003334643
762,0.0109375,0.002576349
763,0.0109375,0.002050781
764,0.0109375,0.002003739
765,0.009765625,0.002896953
766,0.011865234,0.002921946
767,0.008740234,0.00351732
768,0.011279297,0.002766017
769,0.009472656,0.003495221
770,0.010400391,0.00333357
771,0.009960938,0.003814849
772,0.010888672,0.004257017
773,0.010400391,0.003126907
774,0.010058594,0.002848819
775,0.011816406,0.003539955
776,0.009667969,0.002672643
777,0.010546875,0.003980016
778,0.010498047,0.003370556
779,0.011083984,0.002602589
780,0.011035156,0.003986002
781,0.009277344,0.00384473
782,0.010693359,0.003129955
783,0.010009766,0.002004334
784,0.012255859,0.002396561
785,0.011230469,0.005153623
786,0.010009766,0.003035602
787,0.011474609,0.004086713
788,0.011962891,0.002824022
789,0.008984375,0.001931027
790,0.008886719,0.003162917
791,0.011816406,0.004682411
792,0.011816406,0.003941491
793,0.011474609,0.003589781
794,0.010107422,0.002656986
795,0.011230469,0.001878455
796,0.008398438,0.002114884
797,0.010009766,0.002907222
798,0.010107422,0.002342224
799,0.011279297,0.001845806
800,0.010742188,0.004239901
801,0.010595703,0.00164935
802,0.010546875,0.003011552
803,0.010986328,0.001402481
804,0.010058594,0.003120419
805,0.012011719,0.002443359
806,0.010742188,0.003403989
807,0.010107422,0.00307307
808,0.012207031,0.003887896
809,0.011865234,0.003187321
810,0.009814453,0.002018557
811,0.010498047,0.002374574
812,0.009863281,0.002137311
813,0.009814453,0.003669914
814,0.008935547,0.00361493
815,0.012353516,0.002441894
816,0.009033203,0.002323829
817,0.008935547,0.003119273
818,0.007763672,0.002315607
819,0.007666016,0.002528241
820,0.009960938,0.003003624
821,0.009033203,0.002414401
822,0.009375,0.00248784
823,0.009570313,0.003870688
824,0.008691406,0.002126127
825,0.010742188,0.002855506
826,0.009570313,0.001829589
827,0.007958984,0.002128929
828,0.007958984,0.002184206
829,0.008935547,0.003354958
830,0.009179688,0.001863163
831,0.009521484,0.002240248
832,0.007910156,0.002645746
833,0.009375,0.004474106
834,0.008984375,0.002085367
835,0.010351563,0.00379982
836,0.010205078,0.003264188
837,0.008105469,0.001547166
838,0.007910156,0.00210358
839,0.008251953,0.002252983
840,0.008496094,0.002015602
841,0.010205078,0.003591109
842,0.009277344,0.002872156
843,0.009423828,0.002238118
844,0.009863281,0.002591113
845,0.008984375,0.003674783
846,0.008544922,0.002463281
847,0.007910156,0.001798042
848,0.009423828,0.0021177
849,0.009814453,0.002386592
850,0.008300781,0.002499313
851,0.006933594,0.002277716
852,0.007421875,0.002794744
853,0.007958984,0.003340715
854,0.007128906,0.002292323
855,0.008056641,0.003151211
856,0.008056641,0.002996074
857,0.009667969,0.002439452
858,0.008105469,0.001607625
859,0.007080078,0.002261433
860,0.007226563,0.002057745
861,0.007763672,0.00317533
862,0.008447266,0.001292793
863,0.008740234,0.003091634
864,0.008300781,0.002656537
865,0.008251953,0.00281726
866,0.008154297,0.002461344
867,0.006103516,0.00157844
868,0.008105469,0.003089705
869,0.007910156,0.002777629
870,0.009521484,0.003320672
871,0.007861328,0.003029312
872,0.008496094,0.002423764
873,0.007226563,0.00288706
874,0.006982422,0.0029705
875,0.008789063,0.001813884
876,0.0078125,0.001415174
877,0.006884766,0.002474868
878,0.008935547,0.00250931
879,0.007666016,0.002930094
880,0.007080078,0.002197266
881,0.009179688,0.002256684
882,0.006591797,0.001220703
883,0.008886719,0.003063357
884,0.007861328,0.002981716
885,0.007568359,0.002027984
886,0.010107422,0.004189271
887,0.007519531,0.002529655
888,0.007421875,0.001616499
889,0.008007813,0.002906812
890,0.006982422,0.002259323
891,0.006982422,0.002001953
892,0.007226563,0.002811754
893,0.006982422,0.002301147
894,0.008886719,0.003117361
895,0.008496094,0.0035828
896,0.008349609,0.001753059
897,0.006542969,0.001665891
898,0.007617188,0.001855469
899,0.008886719,0.002022687
900,0.007324219,0.002001358
901,0.007568359,0.003306281
902,0.008300781,0.002709851
903,0.008203125,0.003633023
904,0.0078125,0.002372062
905,0.007128906,0.003412384
906,0.006835938,0.002872156
907,0.007177734,0.001941494
908,0.008349609,0.002030334
909,0.006054688,0.001816511
910,0.008007813,0.003508837
911,0.007519531,0.001607625
912,0.007128906,0.001484246
913,0.009619141,0.002954404
914,0.007861328,0.002356431
915,0.00859375,0.002640333
916,0.009472656,0.002557774
917,0.008886719,0.002256684
918,0.008007813,0.003661784
919,0.008056641,0.001881626
920,0.008886719,0.002256684
921,0.008496094,0.003269662
922,0.007568359,0.002755655
923,0.008886719,0.001938421
924,0.009130859,0.003354958
925,0.007519531,0.002096769
926,0.009179688,0.001784733
927,0.009179688,0.002181475
928,0.007910156,0.002944299
929,0.007128906,0.001829589
930,0.006396484,0.001611328
931,0.008007813,0.003262362
932,0.008447266,0.002216711
933,0.007666016,0.003813911
934,0.008886719,0.002419827
935,0.008056641,0.002874231
936,0.009179688,0.00296045
937,0.007275391,0.001455864
938,0.006103516,0.002062952
939,0.007373047,0.00181979
940,0.006884766,0.003455776
941,0.006445313,0.001757813
942,0.006689453,0.001904297
943,0.007128906,0.002529655
944,0.008349609,0.003256876
945,0.006494141,0.003494197
946,0.007763672,0.002231718
947,0.007128906,0.002746555
948,0.00703125,0.002729138
949,0.007275391,0.001405877
950,0.006152344,0.001694273
951,0.008203125,0.002803262
952,0.006933594,0.002468599
953,0.007421875,0.002708091
954,0.008251953,0.003322107
955,0.008154297,0.002083651
956,0.007470703,0.002762567
957,0.008935547,0.002013827
958,0.007177734,0.002736554
959,0.007763672,0.002053686
960,0.007714844,0.00318545
961,0.0078125,0.002921538
962,0.008251953,0.002188568
963,0.007763672,0.002006711
964,0.008203125,0.002769033
965,0.009375,0.00288706
966,0.007568359,0.00279858
967,0.00703125,0.001931027
968,0.007080078,0.002313546
969,0.007324219,0.002602131
970,0.006689453,0.00332641
971,0.007763672,0.002006711
972,0.0078125,0.002683326
973,0.008496094,0.003391358
974,0.00625,0.001744196
975,0.00703125,0.002039122
976,0.00703125,0.001622387
977,0.007910156,0.003646124
978,0.007519531,0.003694195
979,0.009228516,0.003766102
980,0.008496094,0.002658332
981,0.008984375,0.002413908
982,0.006982422,0.002913775
983,0.008740234,0.002696179
984,0.007080078,0.002832452
985,0.007519531,0.002185843
986,0.008154297,0.002037368
987,0.008007813,0.001829589
988,0.006396484,0.002416376
989,0.007421875,0.002267224
990,0.009228516,0.002336108
991,0.005859375,0.001839985
992,0.006689453,0.002106412
993,0.00703125,0.003027344
994,0.006982422,0.002140098
995,0.006005859,0.002311484
996,0.007763672,0.002757384
997,0.006884766,0.00128168
998,0.007519531,0.001708287
