x,Average Energy Unrestricted,std
475,3.907857,0.344088482
476,3.885249,0.324456805
477,3.872245,0.33880054
478,3.869209,0.320806275
479,3.868355,0.323858468
480,3.835023,0.320302562
481,3.843158,0.312177997
482,3.810634,0.304027357
483,3.815866,0.298925847
484,3.817565,0.313125092
485,3.799522,0.280821349
486,3.783599,0.266158974
487,3.771253,0.292328145
488,3.782933,0.282077026
489,3.770354,0.29247069
490,3.775775,0.282059464
491,3.769266,0.288447328
492,3.738295,0.274886859
493,3.771398,0.2878509
494,3.755782,0.290712551
495,3.737933,0.237997695
496,3.721757,0.268544436
497,3.725344,0.255612034
498,3.70331,0.260534339
499,3.714813,0.270322242
500,3.722089,0.26482599
501,3.686322,0.234036992
502,3.688534,0.234172488
503,3.655908,0.235199037
504,3.653732,0.246686224
505,3.657092,0.24290994
506,3.661527,0.259280655
507,3.642293,0.279004949
508,3.637802,0.266809757
509,3.621413,0.277460602
510,3.637158,0.269127038
511,3.6274,0.243737997
512,3.578493,0.248013178
513,3.57349,0.261734159
514,3.54775,0.24545098
515,3.57294,0.245646332
516,3.52855,0.23762299
517,3.555529,0.234490105
518,3.522897,0.237220743
519,3.551467,0.255719721
520,3.522022,0.265669046
521,3.507932,0.265753387
522,3.500564,0.288436695
523,3.511305,0.293779746
524,3.491487,0.278184355
525,3.475267,0.281925628
526,3.467798,0.292972946
527,3.447112,0.294922096
528,3.446646,0.302839923
529,3.427097,0.27556057
530,3.433667,0.28506648
531,3.421491,0.276862593
532,3.417299,0.273581366
533,3.405867,0.284745782
534,3.40092,0.273481666
535,3.396286,0.273252373
536,3.402097,0.262355067
537,3.394283,0.288741529
538,3.37775,0.267341702
539,3.355675,0.263222762
540,3.367981,0.270735115
541,3.362006,0.274162878
542,3.346025,0.272453356
543,3.338963,0.280532333
544,3.34653,0.262397142
545,3.333317,0.288738764
546,3.304265,0.332794533
547,3.318191,0.298077056
548,3.297385,0.311456989
549,3.301389,0.328883098
550,3.276319,0.327702858
551,3.295829,0.32063374
552,3.280443,0.315613438
553,3.276133,0.325756275
554,3.263226,0.321344421
555,3.268806,0.340429833
556,3.22428,0.323077668
557,3.227978,0.322699945
558,3.213207,0.330155372
559,3.201475,0.342119149
560,3.220921,0.31509342
561,3.192737,0.313720563
562,3.189164,0.294656657
563,3.185516,0.306325496
564,3.171961,0.290925232
565,3.181873,0.275029039
566,3.176268,0.286852215
567,3.161533,0.274236265
568,3.170618,0.290898378
569,3.172497,0.266547087
570,3.171781,0.264385455
571,3.161177,0.289792977
572,3.169718,0.257146102
573,3.159713,0.268320816
574,3.156979,0.260818363
575,3.146107,0.269860961
576,3.140539,0.273624489
577,3.141387,0.251163457
578,3.148046,0.236594083
579,3.122119,0.227118189
580,3.129028,0.256744327
581,3.130609,0.246074991
582,3.115712,0.256024595
583,3.108912,0.244353869
584,3.11076,0.250640591
585,3.108823,0.242750531
586,3.110002,0.254261461
587,3.091102,0.226972628
588,3.098231,0.247098891
589,3.102008,0.232534123
590,3.105891,0.252990117
591,3.098675,0.252680591
592,3.102984,0.248578366
593,3.09103,0.246645777
594,3.090527,0.255214123
595,3.100315,0.255166195
596,3.094205,0.27202762
597,3.071096,0.255440198
598,3.087407,0.279931732
599,3.108165,0.269461183
600,3.086052,0.281233508
601,3.08016,0.298773301
602,3.090292,0.304490701
603,3.071396,0.286877205
604,3.06756,0.284839713
605,3.079113,0.288600549
606,3.088193,0.300630277
607,3.064541,0.2841486
608,3.083785,0.286304385
609,3.073929,0.275236952
610,3.076936,0.272943563
611,3.070853,0.269247939
612,3.065872,0.258916421
613,3.094602,0.259406872
614,3.075723,0.261200014
615,3.062134,0.253002169
616,3.057934,0.250347008
617,3.065653,0.239266408
618,3.042487,0.237154314
619,3.041484,0.260941809
620,3.044806,0.249822739
621,3.030483,0.242215228
622,3.033757,0.248284157
623,3.014989,0.241381339
624,3.01965,0.248178887
625,3.031669,0.254824371
626,2.99865,0.243638109
627,2.997168,0.240684324
628,2.986401,0.228326243
629,2.972052,0.234404431
630,2.974077,0.239366125
631,2.976626,0.234860928
632,2.967138,0.228168453
633,2.942778,0.203998624
634,2.941391,0.210860467
635,2.933966,0.222563992
636,2.931513,0.20829995
637,2.917925,0.210531296
638,2.915601,0.201233789
639,2.906359,0.193806575
640,2.894973,0.202745013
641,2.883003,0.18589322
642,2.888203,0.19395305
643,2.876903,0.188193323
644,2.852999,0.181430994
645,2.84636,0.187619478
646,2.84699,0.204526579
647,2.843026,0.205013325
648,2.834646,0.191946062
649,2.843159,0.205427354
650,2.826175,0.209351224
651,2.828786,0.200092639
652,2.811687,0.175565676
653,2.800212,0.195319965
654,2.811796,0.177290956
655,2.805184,0.159786714
656,2.793503,0.176873573
657,2.804145,0.15127248
658,2.816456,0.16372084
659,2.786632,0.164277894
660,2.791667,0.173215937
661,2.785461,0.165005183
662,2.788622,0.18518726
663,2.772045,0.173779985
664,2.77144,0.179606898
665,2.778145,0.171772105
666,2.759135,0.169044029
667,2.777429,0.181133108
668,2.7507,0.203771404
669,2.75265,0.180994648
670,2.750706,0.188465343
671,2.751946,0.196675504
672,2.749078,0.186399377
673,2.742067,0.18760092
674,2.735455,0.209654391
675,2.724243,0.20660042
676,2.720075,0.204982894
677,2.717617,0.204591896
678,2.714695,0.195393564
679,2.706823,0.195200101
680,2.727086,0.206047656
681,2.710623,0.179702035
682,2.695636,0.210798618
683,2.704915,0.21009653
684,2.693711,0.207818528
685,2.71611,0.198729085
686,2.717885,0.207825155
687,2.695674,0.207618991
688,2.704626,0.21264062
689,2.718383,0.220011296
690,2.69366,0.223554583
691,2.691742,0.234030956
692,2.688769,0.230905288
693,2.670367,0.22236619
694,2.682731,0.221226837
695,2.681441,0.234591459
696,2.656654,0.220680416
697,2.648534,0.218257735
698,2.656534,0.214466191
699,2.633565,0.210360322
700,2.639904,0.215650196
701,2.625995,0.203378011
702,2.624725,0.180767816
703,2.615487,0.182379232
704,2.607786,0.192538975
705,2.606638,0.175875376
706,2.594001,0.178267073
707,2.59606,0.194446114
708,2.602841,0.189319925
709,2.581204,0.19011438
710,2.579815,0.175238682
711,2.575349,0.180538067
712,2.58186,0.165953123
713,2.556253,0.162790177
714,2.576464,0.16530833
715,2.576863,0.173838895
716,2.559129,0.153117512
717,2.557499,0.152131711
718,2.544377,0.169384914
719,2.532325,0.156431896
720,2.544434,0.151447121
721,2.545045,0.163319477
722,2.538407,0.156390938
723,2.548783,0.168816436
724,2.537411,0.159346062
725,2.539534,0.162463296
726,2.518621,0.136464496
727,2.523915,0.137172625
728,2.519735,0.13643594
729,2.517341,0.158516645
730,2.518017,0.162322263
731,2.510284,0.15365529
732,2.520364,0.149519096
733,2.516158,0.149258668
734,2.499337,0.149641957
735,2.499143,0.15986527
736,2.498668,0.149981848
737,2.495081,0.160359214
738,2.507205,0.164496441
739,2.483892,0.160531566
740,2.492857,0.176263508
741,2.49024,0.153359853
742,2.497134,0.153580344
743,2.507328,0.15786473
744,2.495799,0.147224622
745,2.49006,0.157692082
746,2.496538,0.160792302
747,2.500775,0.153188818
748,2.499389,0.160467209
749,2.499004,0.155908554
750,2.491879,0.16441349
751,2.480887,0.167204024
752,2.479998,0.159401804
753,2.498096,0.159657679
754,2.478457,0.147720354
755,2.481265,0.15739128
756,2.476695,0.154544529
757,2.472569,0.156117726
758,2.457458,0.150099418
759,2.454305,0.153352118
760,2.462609,0.15546488
761,2.456567,0.151837152
762,2.448932,0.139240723
763,2.445884,0.140713104
764,2.45882,0.153715416
765,2.440736,0.129904168
766,2.444729,0.143561239
767,2.458315,0.130651063
768,2.441536,0.127651812
769,2.446279,0.113226174
770,2.451872,0.123253667
771,2.446115,0.120130289
772,2.438517,0.127420469
773,2.439959,0.121408234
774,2.443235,0.123343355
775,2.431603,0.131866269
776,2.427002,0.15399941
777,2.421085,0.156908532
778,2.42389,0.148576087
779,2.429135,0.161151845
780,2.42044,0.144184353
781,2.430662,0.15866898
782,2.419173,0.172471644
783,2.412025,0.15822039
784,2.408565,0.168298709
785,2.410789,0.171777137
786,2.417871,0.166501238
787,2.413965,0.170969269
788,2.405309,0.172187679
789,2.389505,0.169220058
790,2.400164,0.172250009
791,2.390957,0.189494859
792,2.398472,0.193809132
793,2.392104,0.203634774
794,2.399165,0.183646919
795,2.38832,0.189228858
796,2.398682,0.198435935
797,2.393491,0.193171566
798,2.392153,0.191248647
799,2.380326,0.190371768
800,2.386186,0.178528508
801,2.370072,0.188068659
802,2.381703,0.184247919
803,2.387402,0.1801368
804,2.376933,0.17994508
805,2.377701,0.184953351
806,2.382533,0.186074669
807,2.381326,0.175993101
808,2.370361,0.170935017
809,2.373961,0.174079952
810,2.371353,0.181822258
811,2.364691,0.173205336
812,2.349708,0.169381855
813,2.348487,0.180013881
814,2.33909,0.186467921
815,2.332131,0.187133172
816,2.335063,0.191818761
817,2.328995,0.173163726
818,2.313247,0.187468567
819,2.308526,0.188732747
820,2.305076,0.18237975
821,2.292914,0.180756844
822,2.287395,0.172929308
823,2.265713,0.156672895
824,2.266369,0.163253678
825,2.252574,0.171495174
826,2.24918,0.167747372
827,2.249596,0.164156156
828,2.254354,0.163691426
829,2.255097,0.167513825
830,2.249301,0.160582236
831,2.243353,0.159410808
832,2.249383,0.174078173
833,2.252253,0.167067639
834,2.249066,0.163725806
835,2.250106,0.171095921
836,2.238067,0.152122561
837,2.245812,0.149685202
838,2.246309,0.14916739
839,2.235538,0.145723472
840,2.23472,0.134026585
841,2.24176,0.143436076
842,2.233917,0.136393169
843,2.230744,0.130457183
844,2.232239,0.137673046
845,2.226096,0.132573822
846,2.23008,0.127380344
847,2.232856,0.123029526
848,2.217676,0.141545959
849,2.239205,0.143514592
850,2.232338,0.131533951
851,2.228955,0.133997381
852,2.22764,0.130180639
853,2.23348,0.136069985
854,2.232279,0.137651553
855,2.226826,0.124738688
856,2.229993,0.127343488
857,2.212529,0.114467513
858,2.212464,0.114999143
859,2.220473,0.110967262
860,2.225714,0.113168053
861,2.211444,0.113553256
862,2.209621,0.129295744
863,2.208684,0.118433735
864,2.203528,0.124418546
865,2.209003,0.119469967
866,2.202584,0.124711066
867,2.195264,0.142379089
868,2.190629,0.139705802
869,2.190063,0.142102516
870,2.185711,0.139693571
871,2.191084,0.135318249
872,2.19618,0.123560048
873,2.194702,0.129390365
874,2.187546,0.128963711
875,2.181469,0.126749886
876,2.170936,0.128974347
877,2.180611,0.129884618
878,2.180708,0.13880128
879,2.177669,0.119299558
880,2.155757,0.129307296
881,2.161005,0.114965435
882,2.165643,0.123610295
883,2.151819,0.136089914
884,2.154109,0.116133809
885,2.149976,0.121376738
886,2.149688,0.128767976
887,2.15283,0.117500907
888,2.151653,0.137626859
889,2.143054,0.108947867
890,2.151167,0.126106744
891,2.141731,0.127272538
892,2.144215,0.124373882
893,2.13301,0.121108045
894,2.13295,0.126869264
895,2.134312,0.120062426
896,2.108824,0.118419313
897,2.108767,0.112229305
898,2.097629,0.109522218
899,2.095337,0.109739815
900,2.093689,0.103326068
901,2.097766,0.102616851
902,2.09354,0.107601509
903,2.088735,0.09339298
904,2.085321,0.095928
905,2.078847,0.091448255
906,2.088643,0.097767352
907,2.08478,0.111372049
908,2.077042,0.093991181
909,2.079615,0.098291828
910,2.07984,0.10177365
911,2.073027,0.103586288
912,2.078506,0.104708464
913,2.076059,0.107403958
914,2.072768,0.115802739
915,2.072779,0.112929842
916,2.070572,0.112574971
917,2.07496,0.125414363
918,2.068383,0.114815197
919,2.067089,0.11903725
920,2.059362,0.111414315
921,2.065878,0.123906623
922,2.066843,0.115882168
923,2.064522,0.124523316
924,2.047154,0.123938772
925,2.037606,0.117263001
926,2.042862,0.124441063
927,2.045596,0.128536859
928,2.02963,0.134938388
929,2.037907,0.119325249
930,2.030959,0.123808703
931,2.031241,0.125004856
932,2.020165,0.135557426
933,2.015895,0.131058821
934,2.004229,0.124855705
935,1.999869,0.136408445
936,2.000641,0.129313689
937,2.010388,0.132936161
938,1.998683,0.13237035
939,1.995352,0.125282769
940,2.001911,0.123231526
941,1.998512,0.135338424
942,2.005747,0.141224554
943,2.003713,0.147520526
944,2.000993,0.13993519
945,1.99708,0.141618287
946,1.986132,0.137881529
947,1.995284,0.154558692
948,2.003196,0.157166115
949,1.990276,0.156393527
950,1.986105,0.151570372
951,1.98439,0.162265427
952,1.977471,0.162171662
953,1.982369,0.171391159
954,1.983671,0.169532805
955,1.97454,0.175023018
956,1.971921,0.16426466
957,1.968337,0.177563434
958,1.970994,0.171007201
959,1.975708,0.189856472
960,1.966523,0.187751394
961,1.970789,0.186045394
962,1.967346,0.175140716
963,1.971673,0.183220211
964,1.954571,0.180800083
965,1.97386,0.178914968
966,1.969252,0.188414541
967,1.957526,0.19010399
968,1.962737,0.187023157
969,1.953822,0.177853773
970,1.947648,0.173363053
971,1.945361,0.169430642
972,1.946241,0.162774619
973,1.940482,0.150313512
974,1.941829,0.154784104
975,1.936323,0.148165108
976,1.931531,0.148021849
977,1.942036,0.137905221
978,1.934876,0.123026539
979,1.935208,0.120804177
980,1.934384,0.125884642
981,1.936765,0.118894258
982,1.935031,0.11384739
983,1.937101,0.117374634
984,1.943953,0.12132165
985,1.940056,0.122896122
986,1.941693,0.123346435
987,1.949278,0.109755281
988,1.932413,0.118870629
989,1.927233,0.105374857
990,1.938532,0.111964345
991,1.947501,0.108867332
992,1.932654,0.110791014
993,1.933423,0.104799431
994,1.936776,0.104164975
995,1.925587,0.102575669
996,1.932772,0.104951097
997,1.937777,0.090551315
998,1.927289,0.089169057
999,1.924954,0.090207056
1000,1.926955,0.093115121
1001,1.923089,0.094067977
1002,1.926558,0.081589625
1003,1.932772,0.088865552
1004,1.924831,0.082042007
1005,1.919977,0.079967058
1006,1.920101,0.082809795
1007,1.91836,0.080971726
1008,1.906878,0.084691443
1009,1.906824,0.082690849
1010,1.89436,0.077827174
1011,1.885904,0.085700394
1012,1.888304,0.070349774
1013,1.885109,0.074698824
1014,1.873018,0.062134188
1015,1.873846,0.053217703
1016,1.872064,0.058541584
1017,1.865413,0.044008152
1018,1.866726,0.052903242
1019,1.860625,0.055507236
1020,1.860752,0.064812951
1021,1.853734,0.062737926
1022,1.848554,0.064641879
1023,1.856034,0.062287439
1024,1.839845,0.088820522
1025,1.83508,0.082877894
1026,1.841345,0.096493176
1027,1.828913,0.099176502
1028,1.827633,0.097160162
1029,1.812481,0.09929345
1030,1.814273,0.112055809
1031,1.799243,0.12810961
1032,1.796999,0.122135343
1033,1.798608,0.12179134
1034,1.791228,0.129115348
1035,1.78415,0.135569289
1036,1.78678,0.126520182
1037,1.785078,0.135511489
1038,1.782955,0.125705633
1039,1.770634,0.117620767
1040,1.771577,0.131886852
1041,1.768004,0.118759007
1042,1.765237,0.125802402
1043,1.756856,0.137258735
1044,1.754343,0.125160896
1045,1.752528,0.136357911
1046,1.748907,0.138064824
1047,1.753986,0.136469179
1048,1.755722,0.136914267
1049,1.747033,0.129121963
1050,1.748775,0.135110278
1051,1.755911,0.126200956
1052,1.752494,0.12319455
1053,1.753842,0.136244105
1054,1.738367,0.114655191
1055,1.74648,0.125450463
